restock_id,store_id,sku_id,restock_date,quantity_received,lag_days
RESTOCK_005874,STORE_10,SKU_230,2026-02-07,17,1
RESTOCK_003205,STORE_18,SKU_036,2026-02-07,16,4
RESTOCK_006067,STORE_02,SKU_103,2026-02-07,17,4
RESTOCK_004878,STORE_18,SKU_223,2026-02-07,12,2
RESTOCK_005097,STORE_16,SKU_076,2026-02-07,25,2
RESTOCK_006857,STORE_12,SKU_201,2026-02-07,22,2
RESTOCK_004150,STORE_01,SKU_060,2026-02-07,14,3
RESTOCK_004522,STORE_16,SKU_150,2026-02-07,31,1
RESTOCK_004514,STORE_10,SKU_026,2026-02-07,28,2
RESTOCK_002427,STORE_03,SKU_127,2026-02-07,9,6
RESTOCK_006963,STORE_16,SKU_046,2026-02-07,25,2
RESTOCK_003085,STORE_06,SKU_032,2026-02-07,13,2
RESTOCK_006569,STORE_03,SKU_136,2026-02-07,10,3
RESTOCK_005556,STORE_02,SKU_171,2026-02-07,24,1
RESTOCK_005894,STORE_13,SKU_140,2026-02-07,16,3
RESTOCK_003036,STORE_03,SKU_062,2026-02-07,10,5
RESTOCK_006644,STORE_14,SKU_241,2026-02-08,17,4
RESTOCK_003035,STORE_08,SKU_105,2026-02-08,24,4
RESTOCK_003840,STORE_14,SKU_192,2026-02-08,16,2
RESTOCK_001861,STORE_06,SKU_114,2026-02-08,18,2
RESTOCK_005757,STORE_04,SKU_139,2026-02-08,10,2
RESTOCK_006212,STORE_01,SKU_237,2026-02-08,20,4
RESTOCK_006231,STORE_08,SKU_009,2026-02-08,14,1
RESTOCK_001351,STORE_03,SKU_098,2026-02-08,6,6
RESTOCK_001380,STORE_08,SKU_231,2026-02-08,14,1
RESTOCK_001013,STORE_10,SKU_198,2026-02-08,13,1
RESTOCK_002702,STORE_15,SKU_032,2026-02-08,8,1
RESTOCK_004940,STORE_01,SKU_195,2026-02-08,8,4
RESTOCK_003113,STORE_12,SKU_244,2026-02-08,17,2
RESTOCK_000456,STORE_13,SKU_102,2026-02-08,13,4
RESTOCK_001476,STORE_12,SKU_001,2026-02-08,24,2
RESTOCK_002207,STORE_04,SKU_010,2026-02-08,22,2
RESTOCK_002162,STORE_16,SKU_208,2026-02-08,22,1
RESTOCK_005720,STORE_16,SKU_168,2026-02-08,19,2
RESTOCK_000690,STORE_18,SKU_138,2026-02-08,19,3
RESTOCK_006224,STORE_11,SKU_107,2026-02-08,6,6
RESTOCK_001936,STORE_04,SKU_025,2026-02-08,10,2
RESTOCK_001334,STORE_02,SKU_157,2026-02-08,13,2
RESTOCK_003079,STORE_18,SKU_125,2026-02-08,10,2
RESTOCK_004193,STORE_15,SKU_212,2026-02-08,22,2
RESTOCK_006382,STORE_07,SKU_106,2026-02-08,10,3
RESTOCK_002271,STORE_17,SKU_041,2026-02-08,19,3
RESTOCK_006497,STORE_09,SKU_081,2026-02-08,19,1
RESTOCK_001019,STORE_05,SKU_048,2026-02-09,35,1
RESTOCK_006621,STORE_01,SKU_148,2026-02-09,9,3
RESTOCK_002222,STORE_03,SKU_108,2026-02-09,11,6
RESTOCK_000665,STORE_14,SKU_058,2026-02-09,17,3
RESTOCK_000513,STORE_10,SKU_183,2026-02-09,20,4
RESTOCK_000219,STORE_16,SKU_166,2026-02-09,31,1
RESTOCK_006408,STORE_04,SKU_129,2026-02-09,20,3
RESTOCK_006989,STORE_08,SKU_008,2026-02-09,15,1
RESTOCK_002769,STORE_14,SKU_196,2026-02-09,9,3
RESTOCK_005549,STORE_14,SKU_151,2026-02-09,16,4
RESTOCK_002275,STORE_06,SKU_088,2026-02-09,13,1
RESTOCK_003277,STORE_17,SKU_244,2026-02-09,13,2
RESTOCK_002940,STORE_15,SKU_188,2026-02-09,12,2
RESTOCK_005205,STORE_07,SKU_226,2026-02-09,11,4
RESTOCK_001950,STORE_07,SKU_177,2026-02-09,15,5
RESTOCK_001869,STORE_17,SKU_191,2026-02-09,15,1
RESTOCK_001206,STORE_17,SKU_190,2026-02-09,16,3
RESTOCK_006218,STORE_16,SKU_048,2026-02-09,22,2
RESTOCK_003675,STORE_03,SKU_147,2026-02-09,9,4
RESTOCK_005678,STORE_16,SKU_180,2026-02-09,22,2
RESTOCK_002501,STORE_12,SKU_057,2026-02-09,17,1
RESTOCK_005858,STORE_09,SKU_056,2026-02-09,10,2
RESTOCK_004405,STORE_08,SKU_038,2026-02-09,15,4
RESTOCK_003361,STORE_09,SKU_184,2026-02-09,14,2
RESTOCK_000705,STORE_13,SKU_084,2026-02-09,22,3
RESTOCK_004464,STORE_02,SKU_198,2026-02-09,11,3
RESTOCK_003618,STORE_15,SKU_150,2026-02-09,19,2
RESTOCK_004944,STORE_13,SKU_214,2026-02-09,11,4
RESTOCK_000401,STORE_10,SKU_094,2026-02-09,13,3
RESTOCK_004336,STORE_13,SKU_051,2026-02-09,12,1
RESTOCK_003520,STORE_15,SKU_119,2026-02-10,12,1
RESTOCK_004460,STORE_07,SKU_238,2026-02-10,11,3
RESTOCK_004100,STORE_14,SKU_025,2026-02-10,13,4
RESTOCK_002954,STORE_02,SKU_108,2026-02-10,14,2
RESTOCK_006282,STORE_13,SKU_143,2026-02-10,11,4
RESTOCK_005296,STORE_02,SKU_121,2026-02-10,15,2
RESTOCK_006495,STORE_02,SKU_193,2026-02-10,14,4
RESTOCK_000221,STORE_18,SKU_181,2026-02-10,21,3
RESTOCK_004542,STORE_05,SKU_230,2026-02-10,31,1
RESTOCK_006082,STORE_10,SKU_156,2026-02-10,19,1
RESTOCK_004919,STORE_18,SKU_034,2026-02-10,14,4
RESTOCK_004170,STORE_10,SKU_051,2026-02-10,20,3
RESTOCK_000274,STORE_15,SKU_070,2026-02-10,24,3
RESTOCK_000783,STORE_11,SKU_160,2026-02-10,13,5
RESTOCK_005864,STORE_04,SKU_174,2026-02-10,17,1
RESTOCK_005210,STORE_05,SKU_178,2026-02-10,38,2
RESTOCK_003765,STORE_08,SKU_157,2026-02-10,14,3
RESTOCK_001466,STORE_03,SKU_201,2026-02-10,12,4
RESTOCK_006396,STORE_17,SKU_091,2026-02-10,12,2
RESTOCK_000471,STORE_13,SKU_070,2026-02-10,20,3
RESTOCK_001182,STORE_02,SKU_058,2026-02-10,22,3
RESTOCK_004820,STORE_15,SKU_214,2026-02-10,12,4
RESTOCK_006177,STORE_03,SKU_036,2026-02-10,9,5
RESTOCK_001871,STORE_06,SKU_026,2026-02-10,21,2
RESTOCK_000035,STORE_15,SKU_118,2026-02-10,16,1
RESTOCK_004838,STORE_16,SKU_085,2026-02-11,26,1
RESTOCK_003040,STORE_13,SKU_163,2026-02-11,19,1
RESTOCK_000348,STORE_12,SKU_123,2026-02-11,16,1
RESTOCK_002150,STORE_03,SKU_128,2026-02-11,14,5
RESTOCK_003142,STORE_05,SKU_173,2026-02-11,17,1
RESTOCK_003061,STORE_04,SKU_040,2026-02-11,20,4
RESTOCK_001423,STORE_10,SKU_100,2026-02-11,15,3
RESTOCK_005221,STORE_14,SKU_153,2026-02-11,17,2
RESTOCK_003125,STORE_11,SKU_246,2026-02-11,10,6
RESTOCK_004620,STORE_01,SKU_192,2026-02-11,15,4
RESTOCK_001357,STORE_16,SKU_089,2026-02-11,37,2
RESTOCK_004730,STORE_04,SKU_250,2026-02-11,12,3
RESTOCK_005489,STORE_17,SKU_095,2026-02-11,18,2
RESTOCK_000867,STORE_12,SKU_205,2026-02-11,20,1
RESTOCK_005034,STORE_15,SKU_028,2026-02-11,17,1
RESTOCK_003905,STORE_08,SKU_250,2026-02-11,15,2
RESTOCK_006061,STORE_17,SKU_095,2026-02-11,17,3
RESTOCK_001592,STORE_15,SKU_010,2026-02-11,11,2
RESTOCK_004624,STORE_08,SKU_144,2026-02-11,12,1
RESTOCK_001994,STORE_11,SKU_046,2026-02-11,10,6
RESTOCK_000993,STORE_14,SKU_142,2026-02-11,17,4
RESTOCK_001699,STORE_03,SKU_210,2026-02-11,14,3
RESTOCK_003692,STORE_16,SKU_129,2026-02-11,23,1
RESTOCK_002395,STORE_16,SKU_218,2026-02-11,24,2
RESTOCK_003750,STORE_01,SKU_110,2026-02-11,13,2
RESTOCK_003526,STORE_01,SKU_246,2026-02-11,10,2
RESTOCK_000135,STORE_09,SKU_093,2026-02-11,20,1
RESTOCK_005731,STORE_07,SKU_164,2026-02-11,12,4
RESTOCK_000162,STORE_01,SKU_229,2026-02-11,10,3
RESTOCK_005228,STORE_04,SKU_240,2026-02-11,11,1
RESTOCK_006540,STORE_14,SKU_166,2026-02-11,17,3
RESTOCK_004416,STORE_13,SKU_093,2026-02-11,12,3
RESTOCK_006001,STORE_10,SKU_167,2026-02-12,21,2
RESTOCK_004285,STORE_11,SKU_172,2026-02-12,7,4
RESTOCK_003001,STORE_11,SKU_071,2026-02-12,11,4
RESTOCK_000615,STORE_05,SKU_204,2026-02-12,35,2
RESTOCK_004666,STORE_10,SKU_229,2026-02-12,12,3
RESTOCK_003625,STORE_13,SKU_061,2026-02-12,12,1
RESTOCK_000421,STORE_13,SKU_167,2026-02-12,18,2
RESTOCK_002522,STORE_18,SKU_080,2026-02-12,16,4
RESTOCK_006910,STORE_07,SKU_172,2026-02-12,7,6
RESTOCK_005957,STORE_16,SKU_070,2026-02-12,38,1
RESTOCK_000099,STORE_03,SKU_080,2026-02-12,16,5
RESTOCK_005988,STORE_01,SKU_156,2026-02-12,16,2
RESTOCK_005993,STORE_12,SKU_187,2026-02-12,26,1
RESTOCK_005791,STORE_04,SKU_175,2026-02-12,22,3
RESTOCK_000263,STORE_14,SKU_090,2026-02-12,15,2
RESTOCK_000364,STORE_16,SKU_082,2026-02-12,31,1
RESTOCK_001707,STORE_13,SKU_053,2026-02-12,14,4
RESTOCK_000664,STORE_13,SKU_169,2026-02-12,15,3
RESTOCK_002978,STORE_11,SKU_241,2026-02-12,6,5
RESTOCK_004241,STORE_04,SKU_182,2026-02-12,12,1
RESTOCK_003938,STORE_09,SKU_044,2026-02-12,11,1
RESTOCK_000365,STORE_16,SKU_181,2026-02-12,21,2
RESTOCK_001604,STORE_12,SKU_213,2026-02-12,32,1
RESTOCK_001653,STORE_11,SKU_071,2026-02-12,12,5
RESTOCK_005336,STORE_06,SKU_084,2026-02-12,13,3
RESTOCK_004217,STORE_17,SKU_207,2026-02-12,18,3
RESTOCK_004463,STORE_03,SKU_149,2026-02-12,7,4
RESTOCK_004294,STORE_10,SKU_164,2026-02-12,25,4
RESTOCK_006427,STORE_04,SKU_085,2026-02-13,13,4
RESTOCK_006288,STORE_12,SKU_195,2026-02-13,18,2
RESTOCK_005752,STORE_12,SKU_216,2026-02-13,21,2
RESTOCK_001633,STORE_06,SKU_062,2026-02-13,11,2
RESTOCK_000275,STORE_02,SKU_148,2026-02-13,12,4
RESTOCK_005863,STORE_11,SKU_141,2026-02-13,9,3
RESTOCK_006870,STORE_06,SKU_234,2026-02-13,14,1
RESTOCK_000972,STORE_04,SKU_061,2026-02-13,11,4
RESTOCK_005816,STORE_18,SKU_176,2026-02-13,11,4
RESTOCK_000009,STORE_08,SKU_022,2026-02-13,15,3
RESTOCK_003112,STORE_16,SKU_249,2026-02-13,23,1
RESTOCK_006977,STORE_12,SKU_249,2026-02-13,19,1
RESTOCK_002269,STORE_07,SKU_213,2026-02-13,10,6
RESTOCK_005881,STORE_05,SKU_161,2026-02-13,23,2
RESTOCK_001876,STORE_14,SKU_249,2026-02-13,10,1
RESTOCK_003188,STORE_13,SKU_026,2026-02-13,18,3
RESTOCK_004475,STORE_11,SKU_083,2026-02-13,14,5
RESTOCK_000504,STORE_09,SKU_193,2026-02-13,10,4
RESTOCK_003888,STORE_17,SKU_237,2026-02-13,14,1
RESTOCK_001548,STORE_05,SKU_147,2026-02-13,23,2
RESTOCK_000651,STORE_11,SKU_011,2026-02-13,6,6
RESTOCK_006969,STORE_12,SKU_130,2026-02-13,26,1
RESTOCK_002206,STORE_06,SKU_160,2026-02-13,21,2
RESTOCK_003290,STORE_09,SKU_154,2026-02-13,15,3
RESTOCK_006684,STORE_13,SKU_086,2026-02-13,19,4
RESTOCK_006687,STORE_07,SKU_230,2026-02-13,10,3
RESTOCK_005571,STORE_18,SKU_114,2026-02-13,15,3
RESTOCK_000266,STORE_01,SKU_159,2026-02-13,27,2
RESTOCK_004378,STORE_18,SKU_163,2026-02-13,17,3
RESTOCK_003862,STORE_12,SKU_074,2026-02-14,39,1
RESTOCK_004488,STORE_02,SKU_069,2026-02-14,18,1
RESTOCK_006918,STORE_10,SKU_103,2026-02-14,11,1
RESTOCK_001398,STORE_17,SKU_119,2026-02-14,9,2
RESTOCK_002496,STORE_08,SKU_012,2026-02-14,10,4
RESTOCK_002863,STORE_01,SKU_137,2026-02-14,12,1
RESTOCK_003342,STORE_16,SKU_131,2026-02-14,18,1
RESTOCK_004863,STORE_17,SKU_106,2026-02-14,13,4
RESTOCK_004656,STORE_11,SKU_135,2026-02-14,11,4
RESTOCK_000438,STORE_13,SKU_057,2026-02-14,13,2
RESTOCK_001322,STORE_11,SKU_015,2026-02-14,10,3
RESTOCK_001387,STORE_14,SKU_113,2026-02-14,25,4
RESTOCK_002485,STORE_05,SKU_224,2026-02-14,35,2
RESTOCK_005290,STORE_06,SKU_165,2026-02-14,20,1
RESTOCK_001949,STORE_14,SKU_072,2026-02-14,23,1
RESTOCK_004188,STORE_07,SKU_237,2026-02-14,10,4
RESTOCK_004827,STORE_15,SKU_092,2026-02-14,14,1
RESTOCK_002289,STORE_15,SKU_177,2026-02-14,10,2
RESTOCK_006658,STORE_02,SKU_164,2026-02-14,25,4
RESTOCK_002257,STORE_12,SKU_150,2026-02-14,28,2
RESTOCK_005829,STORE_13,SKU_183,2026-02-14,17,3
RESTOCK_006886,STORE_07,SKU_215,2026-02-14,7,5
RESTOCK_004692,STORE_13,SKU_140,2026-02-14,14,2
RESTOCK_006226,STORE_08,SKU_133,2026-02-14,20,3
RESTOCK_005710,STORE_08,SKU_099,2026-02-14,24,3
RESTOCK_004229,STORE_17,SKU_058,2026-02-14,14,3
RESTOCK_006547,STORE_10,SKU_024,2026-02-14,21,3
RESTOCK_001519,STORE_03,SKU_215,2026-02-14,9,4
RESTOCK_004213,STORE_17,SKU_193,2026-02-14,16,2
RESTOCK_000104,STORE_01,SKU_184,2026-02-14,16,4
RESTOCK_005810,STORE_04,SKU_120,2026-02-14,23,3
RESTOCK_000584,STORE_01,SKU_063,2026-02-14,10,2
RESTOCK_000516,STORE_06,SKU_164,2026-02-14,19,3
RESTOCK_003270,STORE_16,SKU_171,2026-02-15,21,1
RESTOCK_006373,STORE_07,SKU_030,2026-02-15,6,5
RESTOCK_002805,STORE_18,SKU_040,2026-02-15,19,1
RESTOCK_003641,STORE_01,SKU_187,2026-02-15,22,3
RESTOCK_005433,STORE_18,SKU_171,2026-02-15,19,4
RESTOCK_003743,STORE_07,SKU_033,2026-02-15,17,6
RESTOCK_000737,STORE_17,SKU_024,2026-02-15,13,4
RESTOCK_000010,STORE_03,SKU_139,2026-02-15,8,6
RESTOCK_004087,STORE_06,SKU_216,2026-02-15,22,2
RESTOCK_000622,STORE_16,SKU_237,2026-02-15,15,2
RESTOCK_000788,STORE_05,SKU_115,2026-02-15,41,1
RESTOCK_004991,STORE_13,SKU_100,2026-02-15,18,3
RESTOCK_001073,STORE_12,SKU_082,2026-02-15,27,2
RESTOCK_000850,STORE_11,SKU_161,2026-02-15,19,6
RESTOCK_003809,STORE_14,SKU_086,2026-02-15,18,1
RESTOCK_001183,STORE_07,SKU_104,2026-02-15,18,3
RESTOCK_000723,STORE_15,SKU_061,2026-02-15,12,2
RESTOCK_000979,STORE_10,SKU_133,2026-02-15,25,3
RESTOCK_001898,STORE_16,SKU_129,2026-02-15,21,1
RESTOCK_002189,STORE_03,SKU_167,2026-02-15,18,3
RESTOCK_006896,STORE_10,SKU_096,2026-02-15,25,1
RESTOCK_003154,STORE_03,SKU_163,2026-02-15,7,4
RESTOCK_006339,STORE_04,SKU_115,2026-02-15,22,4
RESTOCK_003793,STORE_17,SKU_086,2026-02-15,19,3
RESTOCK_006474,STORE_13,SKU_231,2026-02-15,12,1
RESTOCK_006548,STORE_17,SKU_088,2026-02-15,16,1
RESTOCK_003237,STORE_07,SKU_182,2026-02-16,7,3
RESTOCK_003931,STORE_12,SKU_190,2026-02-16,35,1
RESTOCK_005263,STORE_04,SKU_078,2026-02-16,11,1
RESTOCK_003539,STORE_04,SKU_074,2026-02-16,15,3
RESTOCK_003065,STORE_01,SKU_194,2026-02-16,22,4
RESTOCK_001784,STORE_08,SKU_083,2026-02-16,19,1
RESTOCK_004086,STORE_17,SKU_045,2026-02-16,14,3
RESTOCK_005084,STORE_12,SKU_032,2026-02-16,17,1
RESTOCK_003103,STORE_13,SKU_194,2026-02-16,15,1
RESTOCK_000149,STORE_12,SKU_201,2026-02-16,32,1
RESTOCK_006464,STORE_05,SKU_107,2026-02-16,22,2
RESTOCK_000512,STORE_12,SKU_145,2026-02-16,24,2
RESTOCK_005470,STORE_08,SKU_021,2026-02-16,9,4
RESTOCK_003924,STORE_14,SKU_130,2026-02-16,10,3
RESTOCK_004720,STORE_07,SKU_079,2026-02-16,10,3
RESTOCK_001957,STORE_07,SKU_134,2026-02-16,6,4
RESTOCK_004808,STORE_14,SKU_209,2026-02-16,12,2
RESTOCK_000107,STORE_07,SKU_093,2026-02-16,15,4
RESTOCK_001174,STORE_05,SKU_018,2026-02-16,15,1
RESTOCK_004921,STORE_01,SKU_208,2026-02-16,21,3
RESTOCK_004625,STORE_16,SKU_010,2026-02-16,23,1
RESTOCK_006029,STORE_07,SKU_026,2026-02-16,16,5
RESTOCK_003059,STORE_08,SKU_015,2026-02-16,20,4
RESTOCK_002160,STORE_06,SKU_181,2026-02-16,9,4
RESTOCK_005981,STORE_02,SKU_203,2026-02-16,16,2
RESTOCK_004762,STORE_18,SKU_250,2026-02-16,19,1
RESTOCK_005956,STORE_18,SKU_130,2026-02-16,16,4
RESTOCK_006534,STORE_01,SKU_045,2026-02-16,11,1
RESTOCK_000616,STORE_02,SKU_043,2026-02-16,23,1
RESTOCK_002813,STORE_04,SKU_048,2026-02-17,23,4
RESTOCK_003559,STORE_13,SKU_250,2026-02-17,17,2
RESTOCK_002550,STORE_09,SKU_187,2026-02-17,19,4
RESTOCK_000235,STORE_07,SKU_170,2026-02-17,13,3
RESTOCK_003463,STORE_15,SKU_196,2026-02-17,13,2
RESTOCK_005834,STORE_04,SKU_132,2026-02-17,19,2
RESTOCK_004887,STORE_03,SKU_102,2026-02-17,6,3
RESTOCK_006276,STORE_07,SKU_110,2026-02-17,10,6
RESTOCK_001681,STORE_12,SKU_213,2026-02-17,32,1
RESTOCK_002753,STORE_14,SKU_115,2026-02-17,16,1
RESTOCK_005877,STORE_07,SKU_204,2026-02-17,13,5
RESTOCK_001524,STORE_12,SKU_068,2026-02-17,31,1
RESTOCK_005417,STORE_11,SKU_016,2026-02-17,13,6
RESTOCK_003865,STORE_08,SKU_148,2026-02-17,14,2
RESTOCK_006030,STORE_13,SKU_140,2026-02-17,16,1
RESTOCK_000017,STORE_12,SKU_046,2026-02-17,20,2
RESTOCK_006079,STORE_13,SKU_003,2026-02-17,24,4
RESTOCK_006589,STORE_13,SKU_036,2026-02-17,15,4
RESTOCK_006606,STORE_16,SKU_198,2026-02-17,18,1
RESTOCK_006715,STORE_15,SKU_232,2026-02-17,16,1
RESTOCK_003771,STORE_11,SKU_112,2026-02-17,7,6
RESTOCK_003011,STORE_15,SKU_044,2026-02-17,22,2
RESTOCK_000698,STORE_17,SKU_146,2026-02-17,9,1
RESTOCK_003588,STORE_14,SKU_139,2026-02-17,15,2
RESTOCK_001635,STORE_18,SKU_107,2026-02-17,9,1
RESTOCK_002416,STORE_15,SKU_125,2026-02-17,11,3
RESTOCK_000186,STORE_08,SKU_086,2026-02-17,20,2
RESTOCK_005811,STORE_16,SKU_208,2026-02-17,25,1
RESTOCK_001567,STORE_17,SKU_172,2026-02-18,11,4
RESTOCK_006570,STORE_06,SKU_076,2026-02-18,13,2
RESTOCK_000936,STORE_08,SKU_190,2026-02-18,17,3
RESTOCK_006605,STORE_11,SKU_083,2026-02-18,14,4
RESTOCK_002999,STORE_17,SKU_226,2026-02-18,15,3
RESTOCK_006648,STORE_08,SKU_141,2026-02-18,14,1
RESTOCK_006535,STORE_17,SKU_087,2026-02-18,12,1
RESTOCK_006567,STORE_02,SKU_023,2026-02-18,11,4
RESTOCK_003821,STORE_11,SKU_143,2026-02-18,10,3
RESTOCK_006072,STORE_03,SKU_113,2026-02-18,9,5
RESTOCK_005850,STORE_10,SKU_048,2026-02-18,20,3
RESTOCK_000314,STORE_06,SKU_135,2026-02-18,20,4
RESTOCK_003287,STORE_17,SKU_029,2026-02-18,18,4
RESTOCK_004271,STORE_16,SKU_250,2026-02-18,43,2
RESTOCK_000148,STORE_17,SKU_101,2026-02-18,12,1
RESTOCK_005312,STORE_17,SKU_206,2026-02-18,24,1
RESTOCK_004568,STORE_04,SKU_019,2026-02-18,23,3
RESTOCK_002311,STORE_03,SKU_198,2026-02-18,6,6
RESTOCK_003395,STORE_10,SKU_148,2026-02-18,9,1
RESTOCK_003162,STORE_01,SKU_127,2026-02-18,14,1
RESTOCK_005942,STORE_01,SKU_112,2026-02-18,14,2
RESTOCK_004326,STORE_04,SKU_006,2026-02-18,11,2
RESTOCK_001948,STORE_07,SKU_048,2026-02-18,14,4
RESTOCK_002935,STORE_05,SKU_021,2026-02-18,21,2
RESTOCK_003324,STORE_06,SKU_093,2026-02-18,16,4
RESTOCK_005352,STORE_16,SKU_154,2026-02-18,21,1
RESTOCK_006934,STORE_07,SKU_032,2026-02-18,5,5
RESTOCK_006750,STORE_03,SKU_042,2026-02-18,14,4
RESTOCK_002203,STORE_10,SKU_067,2026-02-18,16,2
RESTOCK_003459,STORE_08,SKU_001,2026-02-18,18,1
RESTOCK_000847,STORE_04,SKU_072,2026-02-19,13,4
RESTOCK_000131,STORE_07,SKU_145,2026-02-19,12,4
RESTOCK_004551,STORE_12,SKU_060,2026-02-19,16,2
RESTOCK_003515,STORE_13,SKU_208,2026-02-19,16,1
RESTOCK_003746,STORE_04,SKU_013,2026-02-19,17,1
RESTOCK_003841,STORE_14,SKU_154,2026-02-19,11,3
RESTOCK_000756,STORE_02,SKU_238,2026-02-19,21,2
RESTOCK_006927,STORE_15,SKU_013,2026-02-19,14,2
RESTOCK_000771,STORE_12,SKU_029,2026-02-19,28,2
RESTOCK_000619,STORE_13,SKU_155,2026-02-19,18,3
RESTOCK_003535,STORE_03,SKU_088,2026-02-19,7,5
RESTOCK_002723,STORE_07,SKU_199,2026-02-19,8,5
RESTOCK_005614,STORE_07,SKU_099,2026-02-19,19,4
RESTOCK_000328,STORE_01,SKU_059,2026-02-19,8,3
RESTOCK_000386,STORE_02,SKU_055,2026-02-19,14,2
RESTOCK_005493,STORE_13,SKU_151,2026-02-19,19,2
RESTOCK_003299,STORE_15,SKU_043,2026-02-19,19,4
RESTOCK_000950,STORE_15,SKU_106,2026-02-19,12,2
RESTOCK_003127,STORE_02,SKU_144,2026-02-19,13,4
RESTOCK_001738,STORE_18,SKU_237,2026-02-19,16,3
RESTOCK_000022,STORE_15,SKU_219,2026-02-19,15,2
RESTOCK_003107,STORE_06,SKU_114,2026-02-19,22,4
RESTOCK_002868,STORE_10,SKU_161,2026-02-19,15,3
RESTOCK_005902,STORE_13,SKU_038,2026-02-19,14,4
RESTOCK_003766,STORE_13,SKU_012,2026-02-19,10,1
RESTOCK_000418,STORE_17,SKU_083,2026-02-20,19,2
RESTOCK_001685,STORE_16,SKU_079,2026-02-20,31,1
RESTOCK_000774,STORE_11,SKU_244,2026-02-20,9,3
RESTOCK_005086,STORE_14,SKU_231,2026-02-20,12,1
RESTOCK_000675,STORE_03,SKU_130,2026-02-20,14,5
RESTOCK_004134,STORE_15,SKU_135,2026-02-20,12,2
RESTOCK_003181,STORE_11,SKU_001,2026-02-20,9,5
RESTOCK_001207,STORE_03,SKU_094,2026-02-20,11,5
RESTOCK_005841,STORE_02,SKU_070,2026-02-20,16,4
RESTOCK_006087,STORE_03,SKU_177,2026-02-20,12,6
RESTOCK_000904,STORE_12,SKU_105,2026-02-20,28,1
RESTOCK_000413,STORE_12,SKU_228,2026-02-20,34,2
RESTOCK_002272,STORE_02,SKU_122,2026-02-20,22,3
RESTOCK_003547,STORE_05,SKU_250,2026-02-20,31,2
RESTOCK_004861,STORE_18,SKU_172,2026-02-20,9,4
RESTOCK_004045,STORE_09,SKU_024,2026-02-20,19,4
RESTOCK_002082,STORE_18,SKU_121,2026-02-20,14,1
RESTOCK_005910,STORE_09,SKU_181,2026-02-20,14,3
RESTOCK_006137,STORE_01,SKU_133,2026-02-20,15,3
RESTOCK_004030,STORE_07,SKU_074,2026-02-20,8,5
RESTOCK_002074,STORE_14,SKU_046,2026-02-20,14,3
RESTOCK_001045,STORE_02,SKU_032,2026-02-20,14,1
RESTOCK_004585,STORE_15,SKU_219,2026-02-20,19,4
RESTOCK_003397,STORE_11,SKU_029,2026-02-20,13,3
RESTOCK_002065,STORE_03,SKU_105,2026-02-20,14,6
RESTOCK_000988,STORE_12,SKU_107,2026-02-20,18,2
RESTOCK_002398,STORE_12,SKU_062,2026-02-20,38,2
RESTOCK_006953,STORE_15,SKU_185,2026-02-20,10,4
RESTOCK_003755,STORE_03,SKU_217,2026-02-20,20,3
RESTOCK_005690,STORE_18,SKU_112,2026-02-20,13,1
RESTOCK_006351,STORE_18,SKU_199,2026-02-20,14,4
RESTOCK_000205,STORE_09,SKU_125,2026-02-20,14,2
RESTOCK_004474,STORE_01,SKU_082,2026-02-20,13,1
RESTOCK_005831,STORE_18,SKU_101,2026-02-20,13,3
RESTOCK_002110,STORE_10,SKU_208,2026-02-20,27,4
RESTOCK_000431,STORE_16,SKU_128,2026-02-21,21,1
RESTOCK_000368,STORE_12,SKU_083,2026-02-21,33,2
RESTOCK_005657,STORE_12,SKU_115,2026-02-21,20,2
RESTOCK_005934,STORE_18,SKU_007,2026-02-21,9,2
RESTOCK_003913,STORE_07,SKU_164,2026-02-21,14,6
RESTOCK_002120,STORE_09,SKU_205,2026-02-21,14,4
RESTOCK_000400,STORE_04,SKU_093,2026-02-21,16,3
RESTOCK_002174,STORE_06,SKU_012,2026-02-21,10,2
RESTOCK_001350,STORE_02,SKU_073,2026-02-21,12,3
RESTOCK_003942,STORE_12,SKU_019,2026-02-21,24,2
RESTOCK_006003,STORE_12,SKU_025,2026-02-21,17,2
RESTOCK_005964,STORE_08,SKU_089,2026-02-21,16,2
RESTOCK_006561,STORE_09,SKU_113,2026-02-21,10,1
RESTOCK_005465,STORE_01,SKU_021,2026-02-21,12,2
RESTOCK_005822,STORE_15,SKU_050,2026-02-21,18,1
RESTOCK_005439,STORE_15,SKU_034,2026-02-21,15,3
RESTOCK_001468,STORE_03,SKU_050,2026-02-21,11,4
RESTOCK_003172,STORE_18,SKU_092,2026-02-21,11,1
RESTOCK_002259,STORE_01,SKU_131,2026-02-21,10,3
RESTOCK_000802,STORE_15,SKU_022,2026-02-21,12,1
RESTOCK_001149,STORE_12,SKU_156,2026-02-21,29,1
RESTOCK_000103,STORE_03,SKU_075,2026-02-21,11,6
RESTOCK_006478,STORE_17,SKU_079,2026-02-21,11,1
RESTOCK_005147,STORE_16,SKU_250,2026-02-22,39,1
RESTOCK_001340,STORE_12,SKU_088,2026-02-22,17,1
RESTOCK_005937,STORE_18,SKU_166,2026-02-22,12,3
RESTOCK_003941,STORE_18,SKU_243,2026-02-22,15,1
RESTOCK_004779,STORE_09,SKU_043,2026-02-22,21,2
RESTOCK_002095,STORE_15,SKU_193,2026-02-22,19,2
RESTOCK_004275,STORE_08,SKU_029,2026-02-22,12,3
